Section Title,Nested Content
86. Penalties.,"An employer who contravenes the provisions of section 78 or section 79 or section 80 shall be punishable with fine which shall not be less than one lakh rupees, but which may extend to ten lakh rupees."
86. Penalties.,"An employer who after conviction for an offence under section 78 or section 79 or section 80 again commits the same offence under section 78 or section 79 or section 80, then, he shall for the second or subsequent offence be punishable with fine which shall not be less than five lakh rupees, but which may extend up to twenty lakh rupees or with imprisonment for a term which may extend to six months, or with both."
86. Penalties.,"An employer who contravenes the provisions of section 67 or section 70 or section 73 or section 75 shall be punishable with fine which shall not be less than fifty thousand rupees, but which may extend to two lakh rupees."
86. Penalties.,"An employer who after conviction for an offence under section 67 or section 70 or section 73 or section 75 again commits the same offence under section 67 or section 70 or section 73 or section 75, then, he shall for the second or subsequent offence be punishable with fine which shall not be less than one lakh rupees, but which may extend to five lakh rupees or with imprisonment for a term which may extend to six months, or with both."
86. Penalties.,"Any person who commits any unfair labour practice as specified in the Second Schedule shall be punishable with fine which shall not be less than ten thousand rupees, but which may extend to two lakh rupees."
86. Penalties.,"Any person who after conviction for any unfair labour practice again commits the same offence, then, he shall, for committing the second or subsequent offence, be punishable with fine which shall not be less than fifty thousand rupees, but which may extend to five lakh rupees or with imprisonment for a term which may extend to three months, or with both."
86. Penalties.,"If default is made on the part of any registered Trade Union in giving any notice or sending any statement or other document as required by or under any of the provisions of this Code, every office-bearer or other person bound by the rules of the Trade Union to give or send the same, or, if there is no such office-bearer or person, every member of the executive of the Trade Union, shall be punishable with fine which shall not be less than one thousand rupees, but which may extend to ten thousand rupees and any continuing default shall be punishable with an additional penalty of fifty rupees per day so long as the default continues."
86. Penalties.,"Any person who wilfully makes, or causes to be made, any false entry in, or any omission from, the general statement required by section 26 or in or from any copy of rules or of alterations of rules sent to the Registrar under that section, shall be punishable with fine which shall not be less than two thousand rupees, but which may extend to twenty thousand rupees."
86. Penalties.,"Any person who, with intent to deceive, gives to any member of a registered Trade Union or to any person intending or applying to become a member of such Trade Union any document purporting to be a copy of the rules of the Trade Union or of any alterations to the same which he knows, or has reason to believe, is not a correct copy of such rules or alterations as are for the time being in force, or any person who, with the intent, gives a copy of any rules of an unregistered Trade Union to any person on the pretence that such rules are the rules of a registered Trade Union, shall be punishable with fine which shall not be less than five thousand rupees, but which may extend to twenty thousand rupees."
86. Penalties.,"An employer who fails to submit draft standing orders as required by section 30, or who modifies his standing orders otherwise than in accordance with section 35, shall be punishable with fine which shall not be less than fifty thousand rupees, but which may extend to two lakh rupees and in the case of a continuing offence with an additional fine of two thousand rupees per day till the offence continues."
86. Penalties.,"An employer who does any act in contravention of the standing orders finally certified under this Code shall be punishable with fine which shall not be less than one lakh rupees, but which may extend to two lakh rupees."
86. Penalties.,"Any person who after conviction under sub-section (11) again commits the same offence, then, he shall, for committing the second or subsequent offence be punishable with fine which shall not be less than two lakh rupees, but which may extend to four lakh rupees or with imprisonment for a term which may extend to three months, or with both."
86. Penalties.,"Any worker who commences, continues or otherwise acts in furtherance of a strike which is illegal under this Code, shall be punishable with fine which shall not be less than one thousand rupees, but which may extend up to ten thousand rupees or with imprisonment for a term which may extend to one month, or with both."
86. Penalties.,"Any employer who commences, continues, or otherwise acts in furtherance of a lock-out which is illegal under this Code, shall be punishable with fine which shall not be less than fifty thousand rupees, but which may extend to one lakh rupees or with imprisonment for a term which may extend to one month, or with both."
86. Penalties.,"Any person who instigates or incites others to take part in, or otherwise acts in furtherance of, a strike or lock-out which is illegal under this Code, shall be punishable with fine which shall not be less than ten thousand rupees, but which may extend to fifty thousand rupees or with imprisonment for a term which may extend to one month, or with both."
86. Penalties.,"Any person who knowingly spends or applies any money in direct furtherance or support of any illegal strike or lock-out shall be punishable with fine which shall not be less than ten thousand rupees, but which may extend to fifty thousand rupees or with imprisonment for a term which may extend to one month, or with both."
86. Penalties.,"Any person who commits a breach of any term of any settlement or award, which is binding on him under this Code, shall be punishable with fine which shall not be less than twenty thousand rupees, but which may extend to two lakh rupees or with imprisonment for a term which may extend to three months, or with both."
86. Penalties.,"Where the breach under sub-section (17) is a continuing one, the offender shall be punishable with an additional fine which may extend to one thousand rupees for every day during which the breach continues after the first conviction and the court trying the offence, if it fines the offender, may direct that the whole or any part of the fine realised from him shall be paid, by way of compensation, to any person who, in its opinion, has been affected by such breach."
86. Penalties.,"Any person who wilfully discloses any such information as is referred to in section 61 in contravention of the provisions of that section shall, on a complaint made by or on behalf of the Trade Union or individual business affected, be punishable with fine which may extend to twenty thousand rupees, or with imprisonment for a term which may extend to one month, or with both."
86. Penalties.,Any person who contravenes any other provision of this Code not covered under sub-sections (1) to (19) or the rules or regulations framed under this Code shall be punishable with fine which may extend to one lakh rupees.
87. Cognizance of offences.,"No court shall take cognizance of any offence punishable under this Code, save on a complaint made by or under the authority of the appropriate Government., Notwithstanding anything contained in the Code of Criminal Procedure, 1973 (2 of 1974), no court inferior to that of the Metropolitan Magistrate or Judicial Magistrate of the first class shall try the offences under this Code."
87. Cognizance of offences.,"No court shall take cognizance of any offence punishable under this Code, save on a complaint made by or under the authority of the appropriate Government."
87. Cognizance of offences.,"Notwithstanding anything contained in the Code of Criminal Procedure, 1973 (2 of 1974), no court inferior to that of the Metropolitan Magistrate or Judicial Magistrate of the first class shall try the offences under this Code."
88. Offences by companies.,"If the person committing an offence under this Code is a company, every person who, at the time the offence was committed was in charge of, and was responsible to, the company for the conduct of business of the company, as well as the company, shall be deemed to be guilty of the offence and shall be liable to be proceeded against and punished accordingly:, Provided that nothing contained in this sub-section shall render any such person liable to any punishment if he proves that the offence was committed without his knowledge and that he exercised all due diligence to prevent the commission of such offence., Notwithstanding anything contained in sub-section (1), where an offence under this Code has been committed by a company and it is proved that the offence has been committed with the consent or connivance of, or is attributable to any neglect on the part of, any director, manager, secretary or other officer of the company, such director, manager, secretary or other officer shall also be deemed to be guilty of that offence and shall be liable to be proceeded against and punished accordingly., Explanation. - For the purposes of this section,-, ""company"" means any body corporate and includes-, a firm; or, a limited liability partnership registered under the Limited Liability Partnership Act, 2008 (6 of 2009); or, other association of individuals; and, ""director"" in relation to a firm means a partner in the firm."
88. Offences by companies.,"If the person committing an offence under this Code is a company, every person who, at the time the offence was committed was in charge of, and was responsible to, the company for the conduct of business of the company, as well as the company, shall be deemed to be guilty of the offence and shall be liable to be proceeded against and punished accordingly:, Provided that nothing contained in this sub-section shall render any such person liable to any punishment if he proves that the offence was committed without his knowledge and that he exercised all due diligence to prevent the commission of such offence."
88. Offences by companies.,"Notwithstanding anything contained in sub-section (1), where an offence under this Code has been committed by a company and it is proved that the offence has been committed with the consent or connivance of, or is attributable to any neglect on the part of, any director, manager, secretary or other officer of the company, such director, manager, secretary or other officer shall also be deemed to be guilty of that offence and shall be liable to be proceeded against and punished accordingly., Explanation. - For the purposes of this section,-, ""company"" means any body corporate and includes-, a firm; or, a limited liability partnership registered under the Limited Liability Partnership Act, 2008 (6 of 2009); or, other association of individuals; and, ""director"" in relation to a firm means a partner in the firm."
88. Offences by companies.,"""company"" means any body corporate and includes-, a firm; or, a limited liability partnership registered under the Limited Liability Partnership Act, 2008 (6 of 2009); or, other association of individuals; and"
88. Offences by companies.,"""director"" in relation to a firm means a partner in the firm."
89. Composition of offences.,"Notwithstanding anything contained in the Code of Criminal Procedure, 1973 (2 of 1974), any offence punishable under this Code, not being an offence punishable with imprisonment only, or with imprisonment and also with fine, may, on an application of the accused person, either before or after the institution of any prosecution, be compounded by a Gazetted Officer, as the appropriate Government may, by notification, specify, for a sum of fifty per cent. of the maximum fine provided for such offence punishable with fine only and for a sum of seventy-five per cent. provided for such offence punishable with imprisonment for a term which is not more than one year or with fine, in the manner as may be prescribed:, Provided that such amount of composition shall be credited to the Social Security Fund established under section 141 of the Social Security Code, 2020., Nothing contained in sub-section (1) shall apply to an offence committed by a person for the second time or thereafter within a period of three years from the date-, of commission of a similar offence which was earlier compounded;, of commission of similar offence for which such person was earlier convicted., Every officer referred to in sub-section (1) shall exercise the powers to compound an offence, subject to the direction, control and supervision of the appropriate Government., Every application for the compounding of an offence shall be made in such manner as may be prescribed., Where any offence is compounded before the institution of any prosecution, no prosecution shall be instituted in relation to such offence, against the offender in relation to whom the offence is so compounded., Where the composition of any offence is made after the institution of any prosecution, such composition shall be brought by the officer referred to in sub-section (1) in writing, to the notice of the adjudicating officer appointed under sub-section (1) of section 85 before whom the prosecution is pending and on such notice of the composition of the offence being given, the person against whom the offence is so compounded shall be discharged., Any person who fails to comply with an order made by the officer referred to in sub-section (1), shall be liable to pay a sum equivalent to twenty per cent. of the maximum fine provided for the offence, in addition to such fine., No offence punishable under the provisions of this Code shall be compounded except under and in accordance with the provisions of this section."
89. Composition of offences.,"Notwithstanding anything contained in the Code of Criminal Procedure, 1973 (2 of 1974), any offence punishable under this Code, not being an offence punishable with imprisonment only, or with imprisonment and also with fine, may, on an application of the accused person, either before or after the institution of any prosecution, be compounded by a Gazetted Officer, as the appropriate Government may, by notification, specify, for a sum of fifty per cent. of the maximum fine provided for such offence punishable with fine only and for a sum of seventy-five per cent. provided for such offence punishable with imprisonment for a term which is not more than one year or with fine, in the manner as may be prescribed:, Provided that such amount of composition shall be credited to the Social Security Fund established under section 141 of the Social Security Code, 2020."
89. Composition of offences.,"Nothing contained in sub-section (1) shall apply to an offence committed by a person for the second time or thereafter within a period of three years from the date-, of commission of a similar offence which was earlier compounded;, of commission of similar offence for which such person was earlier convicted."
89. Composition of offences.,of commission of a similar offence which was earlier compounded;
89. Composition of offences.,of commission of similar offence for which such person was earlier convicted.
89. Composition of offences.,"Every officer referred to in sub-section (1) shall exercise the powers to compound an offence, subject to the direction, control and supervision of the appropriate Government."
89. Composition of offences.,Every application for the compounding of an offence shall be made in such manner as may be prescribed.
89. Composition of offences.,"Where any offence is compounded before the institution of any prosecution, no prosecution shall be instituted in relation to such offence, against the offender in relation to whom the offence is so compounded."
89. Composition of offences.,"Where the composition of any offence is made after the institution of any prosecution, such composition shall be brought by the officer referred to in sub-section (1) in writing, to the notice of the adjudicating officer appointed under sub-section (1) of section 85 before whom the prosecution is pending and on such notice of the composition of the offence being given, the person against whom the offence is so compounded shall be discharged."
89. Composition of offences.,"Any person who fails to comply with an order made by the officer referred to in sub-section (1), shall be liable to pay a sum equivalent to twenty per cent. of the maximum fine provided for the offence, in addition to such fine."
89. Composition of offences.,No offence punishable under the provisions of this Code shall be compounded except under and in accordance with the provisions of this section.
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","Where an industrial dispute pertaining to an establishment or undertaking is already pending before a conciliation officer or an Arbitrator or a Tribunal or a National Industrial Tribunal, as the case may be, with regard to matters not covered by the notice of change issued by an employer under section 40, no employer shall-, in regard to any matter connected with such dispute, alter to the prejudice of the workers concerned in such dispute the conditions of service applicable to them immediately before the commencement of such proceedings; or, for any misconduct connected with the dispute, discharge or punish, whether by dismissal or otherwise any worker concerned in such dispute,, save with the express permission in writing of the authority before which the proceeding is pending., During the pendency of any such proceeding in respect of an industrial dispute referred in sub-section (1), the employer may, in accordance with standing orders applicable to a worker concerned in such dispute or, where there are no such standing orders, in accordance with the terms of the contract, whether express or implied, between him and the worker-, alter, in regard to any matter not connected with the dispute, the conditions of service applicable to that worker immediately before the commencement of such proceeding; or, for any misconduct not connected with the dispute, discharge or punish, whether by dismissal or otherwise, that worker:, Provided that no such worker shall be discharged or dismissed, unless he has been paid wages for one month and an application has been made by the employer to the authority before which the proceeding is pending for approval of the action taken by the employer., Notwithstanding anything contained in sub-section (2), no employer shall, during the pendency of any proceeding in respect of an industrial dispute, take any action against any protected worker concerned in such dispute-, by altering, to the prejudice of such protected worker, the conditions of service applicable to him immediately before the commencement of such proceeding; or, by discharging or punishing, whether by dismissal or otherwise, such protected worker,, save with the express permission in writing of the authority before which the proceeding is pending., Explanation. - For the purposes of this sub-section, a ""protected worker"" in relation to an establishment, means a worker who, being a member of the executive or other office-bearer of a registered Trade Union connected with the establishment, is recognised as such in accordance with rules made in this behalf., In every establishment, the number of workers to be recognised as protected workers for the purposes of sub-section (3) shall be one per cent. of the total number of workers employed therein subject to a minimum number of five protected workers and a maximum number of one hundred protected workers and for the aforesaid purpose, the appropriate Government may make rules providing for the distribution of such protected workers among various Trade Unions, if any, connected with the establishment and the manner in which the workers may be chosen and recognised as protected workers., Where an employer makes an application to conciliation officer, arbitrator, Tribunal or National Industrial Tribunal, as the case may be, under the proviso to sub-section (2) for approval of the action taken by him, the authority concerned shall, without delay, hear such application and pass, within a period of three months from the date of receipt of such application, such order in relation thereto as it deems fit:, Provided that where any such authority considers it necessary or expedient so to do, it may, for reasons to be recorded in writing, extend such period by such further periods as it may think fit:, Provided further that no proceedings before any such authority shall lapse merely on the ground that any period specified in this sub-section had expired without such proceedings being completed."
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","Where an industrial dispute pertaining to an establishment or undertaking is already pending before a conciliation officer or an Arbitrator or a Tribunal or a National Industrial Tribunal, as the case may be, with regard to matters not covered by the notice of change issued by an employer under section 40, no employer shall-, in regard to any matter connected with such dispute, alter to the prejudice of the workers concerned in such dispute the conditions of service applicable to them immediately before the commencement of such proceedings; or, for any misconduct connected with the dispute, discharge or punish, whether by dismissal or otherwise any worker concerned in such dispute,, save with the express permission in writing of the authority before which the proceeding is pending."
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","in regard to any matter connected with such dispute, alter to the prejudice of the workers concerned in such dispute the conditions of service applicable to them immediately before the commencement of such proceedings; or"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","for any misconduct connected with the dispute, discharge or punish, whether by dismissal or otherwise any worker concerned in such dispute,"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","During the pendency of any such proceeding in respect of an industrial dispute referred in sub-section (1), the employer may, in accordance with standing orders applicable to a worker concerned in such dispute or, where there are no such standing orders, in accordance with the terms of the contract, whether express or implied, between him and the worker-, alter, in regard to any matter not connected with the dispute, the conditions of service applicable to that worker immediately before the commencement of such proceeding; or, for any misconduct not connected with the dispute, discharge or punish, whether by dismissal or otherwise, that worker:, Provided that no such worker shall be discharged or dismissed, unless he has been paid wages for one month and an application has been made by the employer to the authority before which the proceeding is pending for approval of the action taken by the employer."
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","alter, in regard to any matter not connected with the dispute, the conditions of service applicable to that worker immediately before the commencement of such proceeding; or"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","for any misconduct not connected with the dispute, discharge or punish, whether by dismissal or otherwise, that worker:"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","Notwithstanding anything contained in sub-section (2), no employer shall, during the pendency of any proceeding in respect of an industrial dispute, take any action against any protected worker concerned in such dispute-, by altering, to the prejudice of such protected worker, the conditions of service applicable to him immediately before the commencement of such proceeding; or, by discharging or punishing, whether by dismissal or otherwise, such protected worker,, save with the express permission in writing of the authority before which the proceeding is pending., Explanation. - For the purposes of this sub-section, a ""protected worker"" in relation to an establishment, means a worker who, being a member of the executive or other office-bearer of a registered Trade Union connected with the establishment, is recognised as such in accordance with rules made in this behalf."
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","by altering, to the prejudice of such protected worker, the conditions of service applicable to him immediately before the commencement of such proceeding; or"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","by discharging or punishing, whether by dismissal or otherwise, such protected worker,"
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","In every establishment, the number of workers to be recognised as protected workers for the purposes of sub-section (3) shall be one per cent. of the total number of workers employed therein subject to a minimum number of five protected workers and a maximum number of one hundred protected workers and for the aforesaid purpose, the appropriate Government may make rules providing for the distribution of such protected workers among various Trade Unions, if any, connected with the establishment and the manner in which the workers may be chosen and recognised as protected workers."
"90. Conditions of service, etc., to remain unchanged under certain circumstances during pendency of proceedings.","Where an employer makes an application to conciliation officer, arbitrator, Tribunal or National Industrial Tribunal, as the case may be, under the proviso to sub-section (2) for approval of the action taken by him, the authority concerned shall, without delay, hear such application and pass, within a period of three months from the date of receipt of such application, such order in relation thereto as it deems fit:, Provided that where any such authority considers it necessary or expedient so to do, it may, for reasons to be recorded in writing, extend such period by such further periods as it may think fit:, Provided further that no proceedings before any such authority shall lapse merely on the ground that any period specified in this sub-section had expired without such proceedings being completed."
"91. Special provision for adjudication as to whether conditions of service, etc., changed during pendency of proceedings.","- Where an employer contravenes the provisions of section 90 during the pendency of proceedings before conciliation officer, arbitrator, Tribunal or National Industrial Tribunal, as the case may be, any employee aggrieved by such contravention, may make a complaint in writing in such manner as may be prescribed-, to such conciliation officer, and the conciliation officer shall take such complaint into account in mediating in, and promoting the settlement of, such industrial dispute; and, to such arbitrator, Tribunal or National Industrial Tribunal and on receipt of such complaint, the arbitrator, Tribunal or National Industrial Tribunal, as the case may be, shall adjudicate upon the complaint as if it were a dispute referred to or pending before it, in accordance with the provisions of this Code and shall submit his or its award to the appropriate Government and the provisions of this Code shall apply accordingly."
"91. Special provision for adjudication as to whether conditions of service, etc., changed during pendency of proceedings.","to such conciliation officer, and the conciliation officer shall take such complaint into account in mediating in, and promoting the settlement of, such industrial dispute; and"
"91. Special provision for adjudication as to whether conditions of service, etc., changed during pendency of proceedings.","to such arbitrator, Tribunal or National Industrial Tribunal and on receipt of such complaint, the arbitrator, Tribunal or National Industrial Tribunal, as the case may be, shall adjudicate upon the complaint as if it were a dispute referred to or pending before it, in accordance with the provisions of this Code and shall submit his or its award to the appropriate Government and the provisions of this Code shall apply accordingly."
92. Power to transfer certain proceedings.,"The appropriate Government may, by order in writing and for reasons to be stated therein, withdraw any proceeding under this Code pending before a Tribunal and transfer the same to another Tribunal, as the case may be, for the disposal of the proceeding and the Tribunal to which the proceeding is so transferred may, subject to special directions in the order of transfer, proceed either de novo or from the stage at which it was so transferred., The Central Government may, by order in writing and for reasons to be stated therein, withdraw any proceeding pending under this Code before a Tribunal constituted by the Central Government or the State Government and transfer to a National Industrial Tribunal for disposal of the proceeding and the National Industrial Tribunal to which the proceeding is so transferred may, subject to special directions in the order of transfer, proceed either de novo or from the stage at which it was so transferred., The Central Government may, by notification, and for reasons to be stated therein, empower a Tribunal constituted by the State Government to entertain and dispose of the cases arising within their respective jurisdiction under the provisions of this Code where the appropriate Government is the Central Government."
92. Power to transfer certain proceedings.,"The appropriate Government may, by order in writing and for reasons to be stated therein, withdraw any proceeding under this Code pending before a Tribunal and transfer the same to another Tribunal, as the case may be, for the disposal of the proceeding and the Tribunal to which the proceeding is so transferred may, subject to special directions in the order of transfer, proceed either de novo or from the stage at which it was so transferred."
92. Power to transfer certain proceedings.,"The Central Government may, by order in writing and for reasons to be stated therein, withdraw any proceeding pending under this Code before a Tribunal constituted by the Central Government or the State Government and transfer to a National Industrial Tribunal for disposal of the proceeding and the National Industrial Tribunal to which the proceeding is so transferred may, subject to special directions in the order of transfer, proceed either de novo or from the stage at which it was so transferred."
92. Power to transfer certain proceedings.,"The Central Government may, by notification, and for reasons to be stated therein, empower a Tribunal constituted by the State Government to entertain and dispose of the cases arising within their respective jurisdiction under the provisions of this Code where the appropriate Government is the Central Government."
93. Protection of persons.,"No person refusing to take part or to continue to take part in any strike or lock-out which is illegal under this Code shall, by reason of such refusal or by reason of any action taken by him under this section, be subject to expulsion from any Trade Union or society, or to any fine or penalty, or to deprivation of any right or benefit to which he or his legal representatives would otherwise be entitled, or be liable to be placed in any respect, either directly or indirectly, under any disability or at any disadvantage as compared with other members of the Union or society, anything to the contrary in rules of a Trade Union or society notwithstanding., Nothing in the rules of a Trade Union or society requiring the settlement of dispute in any manner shall apply to any proceeding for enforcing any right or exemption secured by this section, and in any such proceeding the civil court may, in lieu of ordering a person who has been expelled from membership of a Trade Union or society to be restored to membership, order that he be paid out of the funds of the Trade Union or society such sum by way of compensation or damages as that court thinks just."
93. Protection of persons.,"No person refusing to take part or to continue to take part in any strike or lock-out which is illegal under this Code shall, by reason of such refusal or by reason of any action taken by him under this section, be subject to expulsion from any Trade Union or society, or to any fine or penalty, or to deprivation of any right or benefit to which he or his legal representatives would otherwise be entitled, or be liable to be placed in any respect, either directly or indirectly, under any disability or at any disadvantage as compared with other members of the Union or society, anything to the contrary in rules of a Trade Union or society notwithstanding."
93. Protection of persons.,"Nothing in the rules of a Trade Union or society requiring the settlement of dispute in any manner shall apply to any proceeding for enforcing any right or exemption secured by this section, and in any such proceeding the civil court may, in lieu of ordering a person who has been expelled from membership of a Trade Union or society to be restored to membership, order that he be paid out of the funds of the Trade Union or society such sum by way of compensation or damages as that court thinks just."
94. Representation of parties.,"A worker who is a party to a dispute shall be entitled to be represented in any proceeding under this Code by-, any member of the executive or other office-bearer of a registered Trade Union of which he is a member;, any member of the executive or other office-bearer of a federation of Trade Unions to which the Trade Union referred to in clause (a) is affiliated;, where the worker is not a member of any Trade Union, any member of the executive or other office-bearer of any Trade Union connected with, or by any other worker employed in the industry in which the worker is employed and authorised in such manner as may be prescribed., An employer who is a party to a dispute shall be entitled to be represented in any proceeding under this Code by-, an officer of an association of employer of which he is a member;, an officer of a federation of associations of employers to which the association referred to in clause (a) is affiliated;, where the employer is not a member of any association of employers, an officer of any association of employers connected with, or by any other employer engaged in, the industry in which the employer is engaged and authorised in such manner as may be prescribed., No party to a dispute shall be entitled to be represented by a legal practitioner in any conciliation proceedings under this Code or any proceedings before Tribunal or National Industrial Tribunal., Notwithstanding anything contained in sub-section (3), in any proceeding before a Tribunal or a National Industrial Tribunal, a party to a dispute may be represented by a legal practitioner with the consent of the other parties to the proceeding and with the leave of the Tribunal or National Industrial Tribunal, as the case may be."
94. Representation of parties.,"A worker who is a party to a dispute shall be entitled to be represented in any proceeding under this Code by-, any member of the executive or other office-bearer of a registered Trade Union of which he is a member;, any member of the executive or other office-bearer of a federation of Trade Unions to which the Trade Union referred to in clause (a) is affiliated;, where the worker is not a member of any Trade Union, any member of the executive or other office-bearer of any Trade Union connected with, or by any other worker employed in the industry in which the worker is employed and authorised in such manner as may be prescribed."
94. Representation of parties.,any member of the executive or other office-bearer of a registered Trade Union of which he is a member;
94. Representation of parties.,any member of the executive or other office-bearer of a federation of Trade Unions to which the Trade Union referred to in clause (a) is affiliated;
94. Representation of parties.,"where the worker is not a member of any Trade Union, any member of the executive or other office-bearer of any Trade Union connected with, or by any other worker employed in the industry in which the worker is employed and authorised in such manner as may be prescribed."
94. Representation of parties.,"An employer who is a party to a dispute shall be entitled to be represented in any proceeding under this Code by-, an officer of an association of employer of which he is a member;, an officer of a federation of associations of employers to which the association referred to in clause (a) is affiliated;, where the employer is not a member of any association of employers, an officer of any association of employers connected with, or by any other employer engaged in, the industry in which the employer is engaged and authorised in such manner as may be prescribed."
94. Representation of parties.,an officer of an association of employer of which he is a member;
94. Representation of parties.,an officer of a federation of associations of employers to which the association referred to in clause (a) is affiliated;
94. Representation of parties.,"where the employer is not a member of any association of employers, an officer of any association of employers connected with, or by any other employer engaged in, the industry in which the employer is engaged and authorised in such manner as may be prescribed."
94. Representation of parties.,No party to a dispute shall be entitled to be represented by a legal practitioner in any conciliation proceedings under this Code or any proceedings before Tribunal or National Industrial Tribunal.
94. Representation of parties.,"Notwithstanding anything contained in sub-section (3), in any proceeding before a Tribunal or a National Industrial Tribunal, a party to a dispute may be represented by a legal practitioner with the consent of the other parties to the proceeding and with the leave of the Tribunal or National Industrial Tribunal, as the case may be."
95. Removal of doubts in interpretation of award or settlement.,"If, in the opinion of the appropriate Government, any difficulty or doubt arises as to the interpretation of any provision of an award or settlement, it may refer the question to such Tribunal or National Industrial Tribunal as it may think fit., A Tribunal or National Industrial Tribunal to which such question is referred shall, after giving the parties an opportunity of being heard, decide such question and its decision shall be final and binding on all such parties."
95. Removal of doubts in interpretation of award or settlement.,"If, in the opinion of the appropriate Government, any difficulty or doubt arises as to the interpretation of any provision of an award or settlement, it may refer the question to such Tribunal or National Industrial Tribunal as it may think fit."
95. Removal of doubts in interpretation of award or settlement.,"A Tribunal or National Industrial Tribunal to which such question is referred shall, after giving the parties an opportunity of being heard, decide such question and its decision shall be final and binding on all such parties."
96. Power to exempt.,"Where the appropriate Government is satisfied in relation to any industrial establishment or undertaking or any class of industrial establishments or undertakings that adequate provisions exist to fulfil the objects of any provision of this Code, it may, by notification, exempt, conditionally or unconditionally such establishment or undertaking or, class of establishments or undertakings from that provision of this Code., Notwithstanding anything contained in sub-section (1), where the appropriate Government is satisfied in relation to any new industrial establishment or new undertaking or class of new industrial establishments or new undertakings that it is necessary in the public interest so to do, it may, by notification, exempt, conditionally or unconditionally, any such new establishment or new undertaking or class of new establishments or new undertakings from all or any of the provisions of this Code for such period from the date of establishment of such new industrial establishment or new undertaking or class of new establishments or new undertakings, as the case may be, as may be specified in the notification:, Provided that any notification issued by a State Government under the Industrial Disputes Act, 1947 (14 of 1947), prior to the commencement of this Code, to achieve the purpose as is specified in this sub-section in the State, shall remain in force after such commencement for its remaining period as if the provisions of this Code have not been brought into force to the extent they defeat any purpose to be achieved by such notification issued by that State Government., Explanation. - For the purposes of this sub-section, the expression ""new industrial establishment or new undertaking or class of new industrial establishments or new undertakings"" means such industrial establishment or undertaking or class of industrial establishments or undertakings which are established within a period as may be specified in the notification."
96. Power to exempt.,"Where the appropriate Government is satisfied in relation to any industrial establishment or undertaking or any class of industrial establishments or undertakings that adequate provisions exist to fulfil the objects of any provision of this Code, it may, by notification, exempt, conditionally or unconditionally such establishment or undertaking or, class of establishments or undertakings from that provision of this Code."
96. Power to exempt.,"Notwithstanding anything contained in sub-section (1), where the appropriate Government is satisfied in relation to any new industrial establishment or new undertaking or class of new industrial establishments or new undertakings that it is necessary in the public interest so to do, it may, by notification, exempt, conditionally or unconditionally, any such new establishment or new undertaking or class of new establishments or new undertakings from all or any of the provisions of this Code for such period from the date of establishment of such new industrial establishment or new undertaking or class of new establishments or new undertakings, as the case may be, as may be specified in the notification:, Provided that any notification issued by a State Government under the Industrial Disputes Act, 1947 (14 of 1947), prior to the commencement of this Code, to achieve the purpose as is specified in this sub-section in the State, shall remain in force after such commencement for its remaining period as if the provisions of this Code have not been brought into force to the extent they defeat any purpose to be achieved by such notification issued by that State Government., Explanation. - For the purposes of this sub-section, the expression ""new industrial establishment or new undertaking or class of new industrial establishments or new undertakings"" means such industrial establishment or undertaking or class of industrial establishments or undertakings which are established within a period as may be specified in the notification."
97. Jurisdiction of civil courts barred.,- No civil court shall have jurisdiction in respect of any matter to which any provision of this Code applies and no injunction shall be granted by any civil court in respect of anything which is done or intended to be done by or under this Code.
98. Protection of action taken in good faith.,"- No suit, prosecution or other legal proceeding shall lie against any person for anything which is in good faith done or intended to be done in pursuance of this Code or any rules made thereunder."
